,track_artist,track_popularity,track_album_release_date,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,popularity_label,release_date_label
26419,Frank Ocean,74.0,2016-08-20,r&b,neo soul,0.572,0.209,8.0,-10.413,1.0,0.0313,0.765,0.0,0.356,0.446,80.069,249668.0,High,2015-2020
26420,Frank Ocean,68.0,2012-01-01,r&b,neo soul,0.913,0.603,8.0,-4.892,1.0,0.226,0.0272,0.000503,0.167,0.497,123.061,234093.0,Medium,2010-2015
26421,Moonchild,31.0,2017-05-26,r&b,neo soul,0.55,0.31,10.0,-13.415,1.0,0.29,0.744,0.124,0.269,0.445,82.336,84347.0,Low,2015-2020
26422,Kadhja Bonet,34.0,2016-02-12,r&b,neo soul,0.622,0.418,8.0,-9.662,0.0,0.0522,0.857,2.13e-05,0.103,0.259,79.926,164647.0,Low,2015-2020
26423,Jorja Smith,4.0,2016-11-17,r&b,neo soul,0.633,0.459,2.0,-7.462,0.0,0.0446,0.355,1.3e-05,0.0715,0.255,60.603,275797.0,Low,2015-2020
26424,bLAck pARty,61.0,2016-10-14,r&b,neo soul,0.749,0.399,8.0,-7.526,1.0,0.0393,0.261,0.0126,0.0949,0.816,89.972,302001.0,Medium,2015-2020
26425,Kadhja Bonet,45.0,2015-07-21,r&b,neo soul,0.519,0.402,6.0,-8.963,1.0,0.0304,0.74,0.0199,0.108,0.51,136.062,280063.0,Medium,2015-2020
26426,Kadhja Bonet,35.0,2016-10-21,r&b,neo soul,0.302,0.179,1.0,-21.092,0.0,0.0403,0.943,0.666,0.112,0.279,85.477,198029.0,Low,2015-2020
26427,"Saturn, Alexander",4.0,2017-12-07,r&b,neo soul,0.562,0.526,9.0,-12.254,0.0,0.49,0.334,0.0,0.125,0.352,134.547,181499.0,Low,2015-2020
26428,Faye Meana,17.0,2017-03-04,r&b,neo soul,0.657,0.346,11.0,-14.152,0.0,0.156,0.86,0.258,0.131,0.239,159.986,230973.0,Low,2015-2020
26429,Cosmo Pyke,55.0,2017-02-24,r&b,neo soul,0.498,0.692,5.0,-6.05,1.0,0.176,0.104,0.0,0.0688,0.577,136.662,478037.0,Medium,2015-2020
26431,Burna Boy,53.0,2018-01-26,r&b,neo soul,0.834,0.536,0.0,-7.455,0.0,0.117,0.546,7.46e-05,0.0646,0.962,99.924,92343.0,Medium,2015-2020
26432,Qendresa,14.0,2017-10-16,r&b,neo soul,0.821,0.214,5.0,-10.692,0.0,0.197,0.763,0.00183,0.106,0.339,78.079,147823.0,Low,2015-2020
26433,Jorja Smith,3.0,2018-02-09,r&b,neo soul,0.532,0.595,11.0,-5.751,1.0,0.267,0.128,6.05e-05,0.204,0.321,73.348,208760.0,Low,2015-2020
26434,OSHUN,26.0,2017-11-03,r&b,neo soul,0.581,0.623,11.0,-5.998,0.0,0.261,0.0872,0.0,0.126,0.282,129.049,201446.0,Low,2015-2020
26435,Jamila Woods,49.0,2017-08-15,r&b,neo soul,0.534,0.404,9.0,-8.141,1.0,0.0758,0.793,3.23e-06,0.18,0.654,171.761,192401.0,Medium,2015-2020
26436,Jamila Woods,39.0,2017-08-15,r&b,neo soul,0.763,0.385,10.0,-8.215,0.0,0.0429,0.0305,0.0805,0.13,0.304,76.985,205595.0,Low,2015-2020
26437,Jamila Woods,49.0,2017-08-15,r&b,neo soul,0.684,0.362,6.0,-9.751,0.0,0.037,0.874,0.0703,0.287,0.571,86.92,122346.0,Medium,2015-2020
26438,Amy Winehouse,62.0,2011-01-01,r&b,neo soul,0.587,0.624,0.0,-4.657,1.0,0.025,0.161,0.000191,0.118,0.251,93.428,262813.0,Medium,2010-2015
26440,Ms. Lauryn Hill,6.0,1998-08-25,r&b,neo soul,0.539,0.363,10.0,-13.888,0.0,0.166,0.701,3.18e-06,0.14,0.549,136.422,350533.0,Low,1990-2000
26441,Yazmin Lacey,46.0,2018-03-16,r&b,neo soul,0.633,0.493,1.0,-9.607,1.0,0.0509,0.164,0.00781,0.0591,0.469,147.759,255025.0,Medium,2015-2020
26442,Nicole Chambers,0.0,2018-01-26,r&b,neo soul,0.732,0.455,9.0,-8.045,0.0,0.167,0.423,4.75e-06,0.0929,0.748,83.988,310714.0,,2015-2020
26443,Simi,36.0,2017-08-11,r&b,neo soul,0.668,0.778,11.0,-4.018,0.0,0.0584,0.357,0.0,0.138,0.633,100.03,235200.0,Low,2015-2020
26444,OSHUN,43.0,2018-04-06,r&b,neo soul,0.462,0.481,5.0,-8.608,1.0,0.0793,0.503,1.82e-06,0.176,0.225,135.682,270816.0,Medium,2015-2020
26445,Kali Uchis,50.0,2018-04-06,r&b,neo soul,0.624,0.544,7.0,-8.004,1.0,0.0998,0.337,3.49e-06,0.122,0.293,87.931,159852.0,Medium,2015-2020
26447,Freddie Gibbs,26.0,2014-06-03,r&b,neo soul,0.423,0.631,11.0,-10.046,0.0,0.0508,0.15,0.243,0.661,0.392,162.466,185307.0,Low,2010-2015
26448,Janelle Monáe,47.0,2018-04-27,r&b,neo soul,0.679,0.344,7.0,-12.734,1.0,0.0411,0.492,0.00385,0.379,0.186,87.034,360476.0,Medium,2015-2020
26450,Kali Uchis,53.0,2018-04-06,r&b,neo soul,0.7,0.812,3.0,-4.8,1.0,0.0311,0.0245,0.0,0.102,0.855,107.983,185239.0,Medium,2015-2020
26451,Sunny Hawkins,4.0,2007,r&b,neo soul,0.745,0.552,9.0,-6.736,0.0,0.369,0.516,0.0,0.0719,0.888,83.985,216947.0,Low,2000-2010
26452,Sean C. Johnson,17.0,2012-04-03,r&b,neo soul,0.552,0.745,6.0,-5.307,0.0,0.0588,0.0633,0.0,0.0752,0.904,80.023,220682.0,Low,2010-2015
26453,Jamie Jones,0.0,2005-06-28,r&b,neo soul,0.709,0.568,6.0,-8.045,1.0,0.0903,0.397,0.0,0.117,0.581,119.013,225560.0,,2000-2010
26454,Adrianne Archie,7.0,2006-01-01,r&b,neo soul,0.643,0.592,9.0,-6.09,1.0,0.0331,0.29,1.58e-06,0.106,0.477,120.049,239520.0,Low,2000-2010
26455,Jamie Jones,0.0,2005-06-28,r&b,neo soul,0.726,0.45,6.0,-6.555,1.0,0.0909,0.632,8.06e-05,0.278,0.679,81.789,214387.0,,2000-2010
26456,Jamie Jones,0.0,2005-06-28,r&b,neo soul,0.8,0.49,6.0,-6.29,1.0,0.296,0.306,0.0,0.282,0.79,86.003,226693.0,,2000-2010
26457,Jamie Jones,0.0,2005-06-28,r&b,neo soul,0.549,0.51,6.0,-8.055,1.0,0.218,0.289,0.0,0.152,0.535,170.128,269000.0,,2000-2010
26458,Rawsrvnt,0.0,2011-03-01,r&b,neo soul,0.545,0.879,11.0,-4.284,0.0,0.0952,0.109,0.0,0.269,0.767,84.01,277453.0,,2010-2015
26459,Adrianne Archie,4.0,2009-09-29,r&b,neo soul,0.644,0.565,1.0,-10.129,1.0,0.173,0.161,4.29e-05,0.092,0.53,89.059,197040.0,Low,2000-2010
26460,Adrianne Archie,8.0,2006-01-01,r&b,neo soul,0.673,0.742,1.0,-4.632,0.0,0.0501,0.0457,0.0,0.0851,0.701,95.004,240120.0,Low,2000-2010
26461,Adrianne Archie,5.0,2006-01-01,r&b,neo soul,0.464,0.706,8.0,-5.214,1.0,0.317,0.571,0.0,0.464,0.331,198.07,275347.0,Low,2000-2010
26462,Adrianne Archie,10.0,2006-01-01,r&b,neo soul,0.594,0.839,10.0,-5.467,0.0,0.333,0.0582,0.0,0.136,0.577,87.014,250987.0,Low,2000-2010
26463,Adrianne Archie,2.0,2009-09-29,r&b,neo soul,0.738,0.536,11.0,-9.667,0.0,0.123,0.0313,0.0535,0.0846,0.93,161.968,251773.0,Low,2000-2010
26464,Adrianne Archie,3.0,2009-09-29,r&b,neo soul,0.706,0.713,1.0,-8.564,1.0,0.325,0.0635,0.000172,0.108,0.786,77.487,237853.0,Low,2000-2010
26465,Sean C. Johnson,25.0,2012-04-03,r&b,neo soul,0.681,0.641,9.0,-8.088,0.0,0.18,0.281,0.0,0.103,0.666,81.029,194815.0,Low,2010-2015
26466,Sean C. Johnson,19.0,2009-07-17,r&b,neo soul,0.358,0.833,10.0,-4.828,0.0,0.179,0.39,0.0,0.197,0.695,130.815,255002.0,Low,2000-2010
26467,Sean C. Johnson,17.0,2009-07-17,r&b,neo soul,0.653,0.311,6.0,-16.351,1.0,0.0341,0.333,0.000637,0.115,0.534,77.103,283690.0,Low,2000-2010
26468,Sean C. Johnson,21.0,2012-04-03,r&b,neo soul,0.481,0.615,7.0,-5.383,0.0,0.159,0.166,0.0,0.129,0.593,88.547,226000.0,Low,2010-2015
26469,Sean C. Johnson,14.0,2009-07-17,r&b,neo soul,0.475,0.491,10.0,-10.372,0.0,0.0482,0.759,0.0,0.0925,0.534,76.362,196998.0,Low,2000-2010
26470,Sean C. Johnson,13.0,2009-07-17,r&b,neo soul,0.525,0.807,3.0,-5.474,0.0,0.089,0.00351,0.0,0.27,0.319,84.867,240512.0,Low,2000-2010
26471,Lisa McClendon,0.0,2006-10-10,r&b,neo soul,0.625,0.266,10.0,-9.956,0.0,0.0299,0.739,0.0,0.113,0.211,105.011,318293.0,,2000-2010
26472,Da' T.R.U.T.H.,3.0,2011-02-09,r&b,neo soul,0.71,0.674,5.0,-6.441,1.0,0.239,0.212,0.0,0.0957,0.298,86.057,236813.0,Low,2010-2015
26473,J.R.,3.0,2011-02-09,r&b,neo soul,0.361,0.501,2.0,-7.29,1.0,0.0758,0.565,0.0,0.322,0.414,178.02,294653.0,Low,2010-2015
26474,Sunny Hawkins,5.0,2007,r&b,neo soul,0.512,0.581,7.0,-9.151,1.0,0.263,0.302,6.67e-05,0.474,0.717,77.656,112587.0,Low,2000-2010
26475,Sunny Hawkins,5.0,2007,r&b,neo soul,0.527,0.819,2.0,-5.805,1.0,0.425,0.508,0.0,0.183,0.791,160.149,220547.0,Low,2000-2010
26476,Sunny Hawkins,4.0,2007,r&b,neo soul,0.741,0.31,6.0,-8.705,0.0,0.213,0.686,0.0,0.224,0.582,80.991,264093.0,Low,2000-2010
26477,Lisa McClendon,0.0,2002-05-21,r&b,neo soul,0.8,0.52,1.0,-8.084,0.0,0.21,0.125,0.000138,0.481,0.673,95.613,202213.0,,2000-2010
26478,Sandra Stephens,2.0,2009-03-31,r&b,neo soul,0.645,0.482,0.0,-8.412,1.0,0.0778,0.415,0.0,0.107,0.307,139.991,250827.0,Low,2000-2010
26479,Isaac Carree,0.0,2013-06-25,r&b,neo soul,0.637,0.681,2.0,-5.54,1.0,0.299,0.135,0.0,0.113,0.641,139.296,263827.0,,2010-2015
26480,Claude Deuce,4.0,2009-02-03,r&b,neo soul,0.573,0.766,8.0,-4.781,1.0,0.151,0.351,0.0,0.316,0.771,92.549,211733.0,Low,2000-2010
26481,Claude Deuce,3.0,2009-07-14,r&b,neo soul,0.47,0.426,5.0,-6.917,0.0,0.0418,0.217,0.0,0.101,0.36,116.582,232373.0,Low,2000-2010
26482,Claude Deuce,2.0,2009-07-14,r&b,neo soul,0.382,0.737,5.0,-5.776,0.0,0.159,0.246,0.0,0.265,0.387,92.2,484147.0,Low,2000-2010
26483,Christon Gray,29.0,2011-07-10,r&b,neo soul,0.571,0.435,7.0,-9.426,0.0,0.0573,0.77,0.0,0.153,0.464,132.352,238507.0,Low,2010-2015
26484,Christon Gray,11.0,2011-07-10,r&b,neo soul,0.384,0.529,5.0,-9.251,0.0,0.0595,0.525,5.42e-06,0.0772,0.504,86.066,200933.0,Low,2010-2015
26485,Antonio Neal,3.0,2006-01-01,r&b,neo soul,0.56,0.677,5.0,-4.28,1.0,0.0377,0.0971,2.71e-06,0.0573,0.749,173.991,278222.0,Low,2000-2010
26486,Antonio Neal,4.0,2005-01-01,r&b,neo soul,0.783,0.651,6.0,-4.971,0.0,0.0451,0.0272,0.0792,0.36,0.859,101.009,249920.0,Low,2000-2010
26487,Soul (Mo Henderson's Group),3.0,2006-01-01,r&b,neo soul,0.722,0.758,2.0,-2.688,1.0,0.0443,0.338,0.0,0.0956,0.658,97.033,238053.0,Low,2000-2010
26488,Antonio Neal,3.0,2006-01-01,r&b,neo soul,0.606,0.605,1.0,-5.324,0.0,0.0493,0.13,8.2e-05,0.132,0.542,157.998,236467.0,Low,2000-2010
26489,Antonio Neal,6.0,2006-01-01,r&b,neo soul,0.656,0.716,6.0,-5.266,0.0,0.0376,0.165,2.65e-06,0.157,0.512,87.978,225293.0,Low,2000-2010
26490,Canton Jones,8.0,2005,r&b,neo soul,0.567,0.61,2.0,-6.999,1.0,0.139,0.153,3.24e-06,0.0832,0.715,80.933,200973.0,Low,2000-2010
26491,Lavie,1.0,2013-06-21,r&b,neo soul,0.59,0.415,6.0,-11.392,0.0,0.0889,0.326,0.0,0.167,0.448,91.095,202014.0,Low,2010-2015
26492,Lavie,1.0,2013-06-21,r&b,neo soul,0.7,0.522,11.0,-11.442,1.0,0.116,0.0915,0.0,0.241,0.666,89.981,204661.0,Low,2010-2015
26493,Sean C. Johnson,17.0,2012-04-03,r&b,neo soul,0.621,0.719,10.0,-4.458,0.0,0.168,0.067,0.0,0.145,0.854,89.938,243532.0,Low,2010-2015
26494,Sean C. Johnson,18.0,2012-04-03,r&b,neo soul,0.818,0.569,0.0,-5.739,1.0,0.158,0.367,0.00304,0.402,0.897,90.05,224103.0,Low,2010-2015
26495,Dave Hollister,5.0,2006-06-27,r&b,neo soul,0.716,0.487,10.0,-5.827,1.0,0.0808,0.0349,1.79e-06,0.0766,0.461,100.047,249573.0,Low,2000-2010
26496,Green Tea,0.0,2008-09-24,r&b,neo soul,0.683,0.554,2.0,-8.323,1.0,0.164,0.0368,0.0,0.079,0.593,92.008,227520.0,,2000-2010
26497,Green Tea,1.0,2008-09-24,r&b,neo soul,0.673,0.472,1.0,-8.379,1.0,0.0946,0.033,0.0,0.259,0.319,97.014,187840.0,Low,2000-2010
26498,Green Tea,0.0,2008-09-24,r&b,neo soul,0.597,0.469,6.0,-6.881,1.0,0.0763,0.0284,0.0,0.136,0.546,90.067,194160.0,,2000-2010
26499,PJ Morton,12.0,2006-03-22,r&b,neo soul,0.529,0.491,2.0,-7.409,1.0,0.192,0.31,0.0,0.105,0.304,77.436,314987.0,Low,2000-2010
26500,Kiyamma,2.0,2009-12-12,r&b,neo soul,0.618,0.585,10.0,-8.649,0.0,0.0362,0.395,0.0,0.288,0.66,79.98,245160.0,Low,2000-2010
26501,Chris Lewis,0.0,2010-08-24,r&b,neo soul,0.647,0.305,6.0,-8.88,0.0,0.097,0.6,0.0,0.202,0.382,118.229,209133.0,,2010-2015
26502,Green Tea,1.0,2012-05-08,r&b,neo soul,0.596,0.648,2.0,-4.795,1.0,0.244,0.678,0.0,0.125,0.489,82.913,197600.0,Low,2010-2015
26503,Green Tea,1.0,2012-05-08,r&b,neo soul,0.497,0.637,1.0,-5.131,1.0,0.111,0.105,0.0,0.376,0.606,87.414,213160.0,Low,2010-2015
26504,Green Tea,0.0,2012-05-08,r&b,neo soul,0.402,0.761,11.0,-5.15,0.0,0.279,0.183,0.0,0.272,0.389,86.406,328453.0,,2010-2015
26505,Green Tea,1.0,2006-01-09,r&b,neo soul,0.599,0.618,3.0,-8.98,0.0,0.12,0.589,1.06e-05,0.131,0.767,88.015,214413.0,Low,2000-2010
26506,Green Tea,0.0,2006-01-09,r&b,neo soul,0.521,0.464,1.0,-8.392,0.0,0.162,0.154,0.0,0.49,0.52,83.349,256293.0,,2000-2010
26508,Tye Tribbett,24.0,2004-06-08,r&b,neo soul,0.782,0.392,1.0,-14.014,0.0,0.282,0.0969,0.000216,0.162,0.432,95.121,287347.0,Low,2000-2010
26509,Jamie Jones,0.0,2005-06-28,r&b,neo soul,0.825,0.539,7.0,-5.108,1.0,0.191,0.0815,0.000958,0.118,0.791,99.009,211160.0,,2000-2010
26510,Jamie Jones,0.0,2005-06-28,r&b,neo soul,0.779,0.532,1.0,-6.928,0.0,0.0547,0.591,1.3e-06,0.0927,0.581,111.983,260520.0,,2000-2010
26511,Jamie Jones,0.0,2005-06-28,r&b,neo soul,0.785,0.597,8.0,-8.156,1.0,0.0869,0.324,0.000123,0.106,0.862,87.106,291973.0,,2000-2010
26512,Travis Greene,28.0,2012-06-05,r&b,neo soul,0.617,0.393,3.0,-6.765,1.0,0.0317,0.907,8.38e-06,0.228,0.343,82.222,243280.0,Low,2010-2015
26514,Tunnel Rats,1.0,2001-01-01,r&b,neo soul,0.747,0.732,1.0,-8.233,0.0,0.119,0.0905,0.0,0.0552,0.782,82.101,224467.0,Low,2000-2010
26515,Daniel Johnson,10.0,2011-04-04,r&b,neo soul,0.498,0.702,9.0,-8.261,1.0,0.334,0.402,0.0,0.125,0.657,78.524,251535.0,Low,2010-2015
26516,Daniel Johnson,8.0,2011-04-04,r&b,neo soul,0.525,0.597,3.0,-7.866,1.0,0.0448,0.193,0.0,0.112,0.289,119.704,358716.0,Low,2010-2015
26517,Daniel Johnson,9.0,2011-04-04,r&b,neo soul,0.608,0.181,9.0,-13.021,1.0,0.0806,0.806,0.0,0.115,0.354,86.136,431023.0,Low,2010-2015
26518,Daniel Johnson,8.0,2011-04-04,r&b,neo soul,0.453,0.431,2.0,-10.323,0.0,0.0315,0.373,0.0,0.0867,0.174,79.188,321543.0,Low,2010-2015
26519,Daniel Johnson,3.0,2011-04-04,r&b,neo soul,0.629,0.931,6.0,-6.679,0.0,0.18,0.103,0.0,0.315,0.797,103.005,221338.0,Low,2010-2015
26520,Daniel Johnson,4.0,2011-04-04,r&b,neo soul,0.504,0.692,11.0,-7.423,1.0,0.144,0.341,0.0,0.395,0.421,181.702,217445.0,Low,2010-2015
26521,Debra Killings,8.0,2003-07-17,r&b,neo soul,0.507,0.516,6.0,-5.613,0.0,0.283,0.0237,0.000142,0.0598,0.719,78.786,235200.0,Low,2000-2010
26522,Debra Killings,7.0,2003-07-17,r&b,neo soul,0.595,0.516,6.0,-6.58,0.0,0.281,0.667,0.0,0.596,0.732,75.783,267693.0,Low,2000-2010
26523,Debra Killings,3.0,2008-01-01,r&b,neo soul,0.614,0.502,5.0,-11.419,0.0,0.0832,0.141,0.0,0.0669,0.589,81.003,232347.0,Low,2000-2010
26524,Debra Killings,4.0,2008-01-01,r&b,neo soul,0.42,0.6,6.0,-9.655,0.0,0.198,0.00804,0.0,0.155,0.466,176.083,234627.0,Low,2000-2010
26525,Debra Killings,5.0,2003-07-17,r&b,neo soul,0.53,0.631,9.0,-6.973,1.0,0.204,0.222,0.0,0.312,0.591,80.153,217600.0,Low,2000-2010
26526,Debra Killings,3.0,2003-07-17,r&b,neo soul,0.416,0.394,11.0,-8.588,0.0,0.0414,0.269,0.0,0.0897,0.172,109.135,247293.0,Low,2000-2010
26527,Deonna Martin,1.0,2007-12-18,r&b,neo soul,0.641,0.819,1.0,-5.272,1.0,0.0787,0.101,0.0,0.101,0.659,95.001,217147.0,Low,2000-2010
26528,Deonna Martin,0.0,2007-12-18,r&b,neo soul,0.434,0.504,1.0,-4.762,0.0,0.0886,0.657,0.0,0.191,0.66,99.013,181827.0,,2000-2010
26529,Deonna Martin,1.0,2007-12-18,r&b,neo soul,0.372,0.425,9.0,-7.082,1.0,0.0314,0.833,0.0,0.0978,0.325,111.907,216000.0,Low,2000-2010
26530,Deonna Martin,0.0,2007-12-18,r&b,neo soul,0.66,0.624,5.0,-5.136,0.0,0.167,0.546,9.97e-06,0.125,0.685,95.041,206333.0,,2000-2010
26531,Mahogany Jones,1.0,2014-02-04,r&b,neo soul,0.653,0.649,10.0,-8.14,0.0,0.182,0.11,0.0,0.86,0.781,86.87,280867.0,Low,2010-2015
26532,Dave Hollister,14.0,2006-06-27,r&b,neo soul,0.669,0.561,10.0,-4.885,0.0,0.0637,0.042,0.0,0.101,0.515,89.95,243707.0,Low,2000-2010
26533,J.R.,5.0,2005-11-15,r&b,neo soul,0.651,0.584,9.0,-7.754,0.0,0.0637,0.0542,5.91e-06,0.256,0.645,88.916,292747.0,Low,2000-2010
26534,J.R.,6.0,2005-11-15,r&b,neo soul,0.471,0.708,8.0,-8.809,1.0,0.0449,0.00733,0.0,0.161,0.282,125.823,300747.0,Low,2000-2010
26535,J.R.,5.0,2005-11-15,r&b,neo soul,0.54,0.89,0.0,-6.645,1.0,0.033,0.0344,7.73e-06,0.232,0.586,171.967,272253.0,Low,2000-2010
26536,Cynthia Jones,4.0,2011-08-29,r&b,neo soul,0.798,0.343,8.0,-11.58,0.0,0.208,0.557,7.74e-05,0.0886,0.769,168.046,191520.0,Low,2010-2015
26537,Cynthia Jones,9.0,2011-08-29,r&b,neo soul,0.739,0.471,7.0,-7.075,0.0,0.124,0.223,0.0,0.0956,0.486,165.945,218453.0,Low,2010-2015
26538,Cynthia Jones,4.0,2011-08-29,r&b,neo soul,0.837,0.302,1.0,-14.141,1.0,0.0993,0.556,0.0143,0.0756,0.167,147.978,207720.0,Low,2010-2015
26539,Cynthia Jones,4.0,2011-08-29,r&b,neo soul,0.719,0.403,4.0,-9.51,0.0,0.0578,0.177,6.17e-06,0.0624,0.548,171.976,251733.0,Low,2010-2015
26540,Cynthia Jones,3.0,2008-04-29,r&b,neo soul,0.769,0.384,5.0,-12.86,0.0,0.301,0.27,0.0,0.0691,0.652,78.981,260053.0,Low,2000-2010
26541,Cynthia Jones,1.0,2008-04-29,r&b,neo soul,0.508,0.276,9.0,-13.384,0.0,0.0297,0.567,0.0,0.0786,0.437,93.489,247320.0,Low,2000-2010
26542,Lisa McClendon,0.0,2003,r&b,neo soul,0.765,0.484,4.0,-8.571,1.0,0.205,0.248,0.0,0.579,0.644,95.143,182427.0,,2000-2010
26543,Lisa McClendon,0.0,2003,r&b,neo soul,0.749,0.566,1.0,-7.637,1.0,0.0862,0.533,1.33e-06,0.189,0.771,81.141,239240.0,,2000-2010
26544,Lisa McClendon,0.0,2003,r&b,neo soul,0.681,0.33,10.0,-9.186,0.0,0.0798,0.64,1.72e-05,0.277,0.506,130.235,281720.0,,2000-2010
26545,Lisa McClendon,0.0,2003,r&b,neo soul,0.658,0.491,4.0,-7.261,0.0,0.0476,0.639,0.0,0.486,0.631,85.162,160800.0,,2000-2010
26546,Lisa McClendon,0.0,2003,r&b,neo soul,0.795,0.16,2.0,-9.228,1.0,0.0356,0.102,1.59e-05,0.12,0.488,79.155,305040.0,,2000-2010
26547,Lisa McClendon,0.0,2009-04-28,r&b,neo soul,0.583,0.403,7.0,-8.704,0.0,0.156,0.513,4.41e-06,0.128,0.33,75.258,231053.0,,2000-2010
26548,Lisa McClendon,0.0,2009-04-28,r&b,neo soul,0.675,0.594,8.0,-7.678,1.0,0.0434,0.0171,0.0,0.102,0.558,74.983,262949.0,,2000-2010
26549,Lisa McClendon,0.0,2009-04-28,r&b,neo soul,0.471,0.381,0.0,-9.06,0.0,0.169,0.0624,0.000903,0.241,0.171,70.279,207656.0,,2000-2010
26550,Lisa McClendon,0.0,2009-04-28,r&b,neo soul,0.502,0.646,6.0,-7.357,0.0,0.0579,0.164,3.08e-05,0.146,0.413,143.982,336736.0,,2000-2010
26551,Durand Jones & The Indications,55.0,2018-03-16,r&b,neo soul,0.541,0.378,2.0,-6.283,0.0,0.0296,0.636,0.594,0.0899,0.401,136.94,276600.0,Medium,2015-2020
26552,Childish Gambino,5.0,2016-11-17,r&b,neo soul,0.743,0.372,1.0,-10.459,1.0,0.132,0.194,0.014,0.12,0.575,160.07,326880.0,Low,2015-2020
26553,Amy Winehouse,65.0,2007-01-01,r&b,neo soul,0.757,0.367,5.0,-5.759,0.0,0.0354,0.736,0.0,0.157,0.681,96.008,233733.0,Medium,2000-2010
26554,Mos Def,55.0,1999-10-12,r&b,neo soul,0.72,0.67,2.0,-10.224,1.0,0.132,0.305,0.0,0.0928,0.566,121.342,305280.0,Medium,1990-2000
26555,Mayer Hawthorne,51.0,2009,r&b,neo soul,0.782,0.544,4.0,-5.448,1.0,0.0306,0.212,0.106,0.179,0.753,90.562,150933.0,Medium,2000-2010
26557,Remy Shand,34.0,2002,r&b,neo soul,0.666,0.378,7.0,-9.923,1.0,0.033,0.357,6.44e-05,0.143,0.632,84.978,216560.0,Low,2000-2010
26559,Robin Thicke,38.0,2008-01-01,r&b,neo soul,0.705,0.324,3.0,-10.853,0.0,0.0403,0.883,0.00157,0.093,0.123,139.989,279293.0,Low,2000-2010
26560,Slakah The Beatchild,0.0,2008-09-22,r&b,neo soul,0.827,0.453,10.0,-11.173,0.0,0.0907,0.468,0.00561,0.421,0.626,96.986,175293.0,,2000-2010
26561,John Legend,54.0,2010-09-17,r&b,neo soul,0.638,0.467,3.0,-7.787,0.0,0.0522,0.536,0.0,0.298,0.657,94.089,264867.0,Medium,2010-2015
26562,Jordan Rakei,4.0,2014-08-15,r&b,neo soul,0.809,0.422,5.0,-11.005,0.0,0.325,0.236,0.000185,0.114,0.56,166.006,207597.0,Low,2010-2015
26563,John Legend,8.0,2006-12-19,r&b,neo soul,0.69,0.572,7.0,-6.131,1.0,0.0264,0.0457,0.0,0.0969,0.375,111.919,235667.0,Low,2000-2010
26564,Calvin Richardson,15.0,2003-01-01,r&b,neo soul,0.819,0.478,4.0,-6.978,0.0,0.168,0.549,0.0,0.109,0.535,92.07,250707.0,Low,2000-2010
26565,Mayer Hawthorne,56.0,2011-01-01,r&b,neo soul,0.849,0.601,6.0,-5.682,0.0,0.0319,0.42,8.88e-06,0.108,0.966,110.019,218413.0,Medium,2010-2015
26566,Angie Stone,10.0,2005-06-21,r&b,neo soul,0.73,0.849,7.0,-7.247,1.0,0.124,0.101,1.95e-06,0.359,0.694,98.981,191333.0,Low,2000-2010
26567,Ms. Lauryn Hill,0.0,1998-08-25,r&b,neo soul,0.486,0.797,9.0,-7.632,0.0,0.231,0.06,0.0,0.331,0.745,87.445,339867.0,,1990-2000
26568,Aloe Blacc,36.0,2014-01-01,r&b,neo soul,0.704,0.433,9.0,-5.728,0.0,0.0863,0.0334,0.0,0.0776,0.816,105.232,224867.0,Low,2010-2015
26569,India.Arie,60.0,2001-01-01,r&b,neo soul,0.652,0.604,9.0,-8.766,0.0,0.227,0.111,1.01e-05,0.0409,0.675,170.003,249960.0,Medium,2000-2010
26570,John Legend,5.0,2006-12-19,r&b,neo soul,0.796,0.729,11.0,-6.94,1.0,0.0488,0.082,0.0,0.302,0.578,111.496,278760.0,Low,2000-2010
26571,Erykah Badu,51.0,2000-10-31,r&b,neo soul,0.734,0.268,9.0,-12.876,0.0,0.0646,0.577,0.0,0.163,0.666,132.556,321000.0,Medium,2000-2010
26573,Erykah Badu,39.0,2010-01-01,r&b,neo soul,0.489,0.564,1.0,-10.712,0.0,0.138,0.0326,3.9e-05,0.979,0.33,128.011,249453.0,Low,2000-2010
26574,Fugees,74.0,1996-02-13,r&b,neo soul,0.765,0.29,4.0,-17.117,0.0,0.139,0.0279,1.02e-06,0.571,0.506,92.409,298773.0,High,1990-2000
26575,John Legend,1.0,2004,r&b,neo soul,0.687,0.843,2.0,-5.65,0.0,0.204,0.0105,0.0,0.0957,0.77,87.911,198000.0,Low,2000-2010
26576,Jordan Rakei,1.0,2014-08-15,r&b,neo soul,0.818,0.172,10.0,-11.112,0.0,0.346,0.14,0.00183,0.0952,0.422,148.153,176669.0,Low,2010-2015
26577,John Legend,63.0,2012-04-06,r&b,neo soul,0.693,0.813,7.0,-4.361,0.0,0.066,0.0496,0.0,0.289,0.515,90.008,239453.0,Medium,2010-2015
26578,Dwele,45.0,2003-01-01,r&b,neo soul,0.712,0.657,10.0,-5.888,0.0,0.149,0.0577,0.0,0.234,0.437,97.993,249573.0,Medium,2000-2010
